DOI,Title,Publication Name,Cover Date
doi:10.1016/j.jre.2018.11.018,Catalytic oxidation of CO on mesoporous codoped ceria catalysts: Insights into correlation of physicochemical property and catalytic activity ,Journal of Rare Earths,2019/9/30
doi:10.1016/j.apcata.2018.03.012,TRA and DRIFTS studies of the fast SCR reaction over CeO2/TiO2 catalyst at low temperatures ,Applied Catalysis A: General,2018/5/5
doi:10.1016/j.crci.2014.04.010,"Simultaneous effect of carbon and water on NO
                  x
                adsorption on a stabilized Pt–Ba/Al2O3 catalyst ",Comptes Rendus Chimie,2014/8/31
doi:10.1016/j.molcata.2007.07.018,"Influence of alkaline earth metal on acid–base characteristics of V2O5/MO–TiO2 (M=Ca, Sr and Ba) catalysts ",Journal of Molecular Catalysis A: Chemical,2007/10/17
doi:10.1016/j.cej.2018.04.107,Role of CTAB in the improved H2O resistance for selective catalytic reduction of NO with NH3 over iron titanium catalyst ,Chemical Engineering Journal,2018/9/1
doi:10.1016/j.renene.2021.05.150,Influence of air staging strategies on flue gas sensible heat losses and gaseous emissions of a wood pellet boiler: An experimental study ,Renewable Energy,2021/11/30
doi:10.1016/S1872-2067(15)61109-3,Effects of silica additive on the NH3-SCR activity and thermal stability of a V2O5/WO3-TiO2 catalyst ,Chinese Journal of Catalysis,2016/8/31
doi:10.1016/j.cattod.2020.02.019,Low-temperature Pd/FER NOx adsorbers: Operando FT-IR spectroscopy and performance analysis ,Catalysis Today,2021/1/15
doi:10.1016/j.jcat.2016.02.009,"Insight into the mesoporous Fe
                  x
               Ce1−
               
                  x
               O2−
               
                  δ
                catalysts for selective catalytic reduction of NO with NH3: Regulable structure and activity ",Journal of Catalysis,2016/6/30
doi:10.1016/j.joei.2022.02.012,Enhanced performance of red mud for chemical-looping combustion of coal by the modification of transition metal oxides ,Journal of the Energy Institute,2022/6/30
doi:10.1016/j.cattod.2011.05.025,Theoretical and experimental study on the deactivation of V2O5 based catalyst by lead for selective catalytic reduction of nitric oxides ,Catalysis Today,2011/10/25
doi:10.1016/j.jcat.2006.01.006,Development of NO sorbents tolerant to sulfur oxides ,Journal of Catalysis,2006/3/10
doi:10.1016/j.apcatb.2004.04.025,"Comparison of activities in selective catalytic reduction of NO
                  x
                by C3H8 over Co/MFI, Fe/MFI, and H/MFI zeolite catalysts ",Applied Catalysis B: Environmental,2005/2/25
doi:10.1016/j.apcatb.2016.11.033,The effect of sulfate species on the activity of NH3-SCR over Cu/SAPO-34 ,Applied Catalysis B: Environmental,2017/5/5
doi:10.1016/j.apenergy.2015.01.049,Injection strategy for simultaneous reduction of NOx and soot emissions using two-stage injection in DME fueled engine ,Applied Energy,2015/4/1
doi:10.1016/S1872-2067(15)60884-1,"Performance of Cr-doped vanadia/titania catalysts for low-temperature selective catalytic reduction of NO
                  x
                with NH3
             ",Chinese Journal of Catalysis,2015/8/31
doi:10.1016/j.cherd.2008.02.009,Comparing two new routes for benzene hydroxylation ,Chemical Engineering Research and Design,2008/5/31
doi:10.1016/j.cattod.2019.12.001,Evaluation of the silver species nature in Ag-ITQ2 zeolites by the CO oxidation reaction ,Catalysis Today,2020/4/1
doi:10.1016/j.jcat.2004.03.031,N2O decomposition over iron-containing zeolites prepared by different methods: a comparison of the reaction mechanism ,Journal of Catalysis,2004/6/10
doi:10.1016/j.jiec.2016.02.013,"Supported metal sulfates on Ce–TiO
                  x
                as catalysts for NH3–SCR of NO: High resistances to SO2 and potassium ",Journal of Industrial and Engineering Chemistry,2016/4/25
doi:10.1016/j.cattod.2013.03.008,"Non-thermal plasma-assisted NO
                  x
                storage and reduction on a LaMn0.9Fe0.1O3 perovskite catalyst ",Catalysis Today,2013/8/1
doi:10.1016/j.fuel.2016.05.045,"The catalytic performance of Mn/TiWO
                  x
                catalyst for selective catalytic reduction of NO
                  x
                with NH3
             ",Fuel,2016/10/1
doi:10.1016/j.jhazmat.2019.120970,"A superior Fe-V-Ti catalyst with high activity and SO2 resistance for the selective catalytic reduction of NO
                  x
                with NH3
             ",Journal of Hazardous Materials,2020/1/15
doi:10.1016/j.mcat.2021.111536,"Facile preparation of Ru/Ti1-xZrxO2/GE through hydrothermal method and its low-temperature catalytic oxidation properties of CO and C3H8
             ",Molecular Catalysis,2021/4/30
doi:10.1016/j.apcata.2017.12.001,"Improving the low-temperature hydrothermal stability of Cu-SAPO-34 by the addition of Ag for ammonia selective catalytic reduction of NOx
             ",Applied Catalysis A: General,2018/2/5
doi:10.1016/j.matchemphys.2009.03.027,Hydrothermal synthesis of Sr–Ce–Sn–Mn–O mixed oxidic/stannate pyrochlore and its catalytic performance for NO reduction ,Materials Chemistry and Physics,2009/7/15
doi:10.1016/j.molcata.2004.10.002,Catalytic reduction of NO2 in nanocrystalline NaY zeolite ,Journal of Molecular Catalysis A: Chemical,2005/3/1
doi:10.1016/j.apcatb.2010.06.012,"Origination of N2O from NO reduction by NH3 over β-MnO2 and α-Mn2O3
             ",Applied Catalysis B: Environmental,2010/8/31
doi:10.1016/j.fuel.2009.04.009,"The activity of Rh/Al2O3 and Rh–Na/Al2O3 catalysts for PAHs removal in the waste incineration processes: Effects of particulates, heavy metals, and acid gases ",Fuel,2009/9/30
doi:10.1016/j.fuel.2019.116306,Experimental study on the removal of SO3 from coal-fired flue gas by alkaline sorbent ,Fuel,2020/1/1
doi:10.1016/j.cjche.2020.07.040,A high propylene productivity over B2O3/SiO2@honeycomb cordierite catalyst for oxidative dehydrogenation of propane ,Chinese Journal of Chemical Engineering,2020/11/30
doi:10.1016/j.cattod.2004.04.028,Selective catalytic reduction of nitrogen oxides from exhaust of lean burn engine over in situ synthesized monolithic Cu–TS-1/cordierite ,Catalysis Today,2004/7/1
doi:10.1016/j.fuel.2019.115719,"New insight into N2O formation from NH3 oxidation over MnO
                  x
               /TiO2 catalyst ",Fuel,2019/10/15
doi:10.1016/j.apsusc.2019.03.218,Establishment of surface/bulk-like species functionalization by controlling the sulfation temperature of Sb/V/Ce/Ti for NH3-SCR ,Applied Surface Science,2019/7/1
doi:10.1016/j.jcat.2006.07.001,Iron site modification upon alkaline treatment of Fe-ZSM-5 zeolites—Opportunities for improved N2O decomposition activity ,Journal of Catalysis,2006/10/1
doi:10.1016/j.chemphys.2022.111486,"Low-temperature selective catalytic reduction of NOx with NH3 over Ce-modified (Co, Mn)3O4 hollow porous microspheres ",Chemical Physics,2022/5/1
doi:10.1016/S0926-3373(02)00193-5,Comparison of Ag/Al2O3 and Ag-ZSM5 catalysts for the selective reduction of NO with propylene in the presence of oxygen ,Applied Catalysis B: Environmental,2003/4/15
doi:10.1016/j.cattod.2013.10.047,The role of pore size on the thermal stability of zeolite supported Cu SCR catalysts ,Catalysis Today,2014/8/1
doi:10.1016/j.apcatb.2020.119611,Understanding the chemistry during the preparation of Pd/SSZ-13 for the low-temperature NO adsorption: The role of NH4-SSZ-13 support ,Applied Catalysis B: Environmental,2021/3/31
doi:10.1016/j.colsurfa.2019.124210,Mn/TiO2 catalysts prepared by ultrasonic spray pyrolysis method for NOx removal in low-temperature SCR reaction ,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2020/2/5
doi:10.1016/j.molcata.2009.08.016,"Platinum group metals substituted MCM-41 molecular sieves: Synthesis, characterization and application as novel catalysts for the reduction of NO by CO ",Journal of Molecular Catalysis A: Chemical,2009/12/31
doi:10.1016/j.jre.2019.11.005,Effects of different introduction methods of Ce4+ and Zr4+ on denitration performance and anti-K poisoning performance of V2O5-WO3/TiO2 catalyst ,Journal of Rare Earths,2020/11/30
doi:10.1016/S0920-5861(02)00328-0,Preparation and characterisation of vanadium catalysts supported over alumina-pillared clays ,Catalysis Today,2003/2/28
doi:10.1016/j.cattod.2017.05.008,Superior catalytic performance of Mn-Mullite over Mn-Perovskite for NO oxidation ,Catalysis Today,2018/7/15
doi:10.1016/j.cattod.2017.04.015,Mechanistic study of hydrothermally aged Cu/SSZ-13 catalysts for ammonia-SCR ,Catalysis Today,2018/6/1
doi:10.1016/j.molcata.2015.08.023,"Synergy between FeOX and CuOX in FeCuOX/TiO2-hBN composites for NO reduction with NH3
             ",Journal of Molecular Catalysis A: Chemical,2015/12/1
doi:10.1016/S0045-6535(02)00708-7,Characterization and reactivity of natural manganese ore catalysts in the selective catalytic oxidation of ammonia to nitrogen ,Chemosphere,2003/3/31
doi:10.1016/j.molcata.2004.02.020,Catalytic activities of CuO/TiO2 and CuO-ZrO2/TiO2 in NO + CO reaction ,Journal of Molecular Catalysis A: Chemical,2004/8/24
doi:10.1016/j.atmosenv.2013.07.069,Emission reduction from a diesel engine fueled by pine oil biofuel using SCR and catalytic converter ,Atmospheric Environment,2013/12/31
doi:10.1016/j.apcata.2017.06.034,Effect of Cu deposition method on silico aluminophosphate catalysts in NH3-SCR and NH3-SCO reactions ,Applied Catalysis A: General,2017/8/5
doi:10.1016/j.apsusc.2020.146695,"Activity enhancement of sulphated Fe2O3 supported on TiO2–ZrO2 for the selective catalytic reduction of NO by NH3
             ",Applied Surface Science,2020/10/30
doi:10.1016/S1381-1169(02)00217-0,"Role of NH3 as an intermediate in reduction of NO with CH4 over sol–gel Pd catalysts on TiO2
             ",Journal of Molecular Catalysis A: Chemical,2003/2/3
doi:10.1016/j.jcat.2012.11.009,Experimental evidence of the mechanism behind NH3 overconsumption during SCR over Fe-zeolites ,Journal of Catalysis,2013/3/31
doi:10.1016/j.apcatb.2014.07.043,Promotional effect of vanadium on the selective catalytic oxidation of NH3 to N2 over Ce/V/TiO2 catalyst ,Applied Catalysis B: Environmental,2015/2/28
doi:10.1016/j.catcom.2016.06.001,A general and inherent strategy to improve the water tolerance of low temperature NH3-SCR catalysts via trace SiO2 deposition ,Catalysis Communications,2016/9/5
doi:10.1016/j.apcata.2022.118796,"Investigation on the redox/acidic features of bimetallic MOF-derived CeMOx catalysts for low-temperature NH3-SCR of NOx
             ",Applied Catalysis A: General,2022/8/5
doi:10.1016/j.molcata.2012.11.021,"Effect of TiO2 crystalline phase on CO oxidation over CuO catalysts supported on TiO2
             ",Journal of Molecular Catalysis A: Chemical,2013/3/31
doi:10.1016/j.ces.2016.02.018,"Study on the removal of nitric oxide (NO) by dual oxidant (H2O2/S2O8
               2−) system ",Chemical Engineering Science,2016/5/12
doi:10.1016/j.cej.2015.08.152,Enhancement of SCR activity and SO2 resistance on VOx/TiO2 catalyst by addition of molybdenum ,Chemical Engineering Journal,2016/1/15
doi:10.1016/j.jhazmat.2021.125665,Enhanced adsorption and degradation of methylene blue over mixed niobium-cerium oxide – Unraveling the synergy between Nb and Ce in advanced oxidation processes ,Journal of Hazardous Materials,2021/8/5
doi:10.1016/j.ijhydene.2018.07.057,The enhanced SCR performance of Mn/TiO2 catalyst by Mo modification: Identification of the promotion mechanism ,International Journal of Hydrogen Energy,2018/8/16
doi:10.1016/j.catcom.2015.12.022,Novel promotional effect of yttrium on Cu–SAPO-34 monolith catalyst for selective catalytic reduction of NOx by NH3 (NH3-SCR) ,Catalysis Communications,2016/2/10
doi:10.1016/j.jcat.2004.02.002,Structure sensitivity of ion-exchanged Fe-MFI in the catalytic reduction of nitrous oxide by methane under an excess oxygen atmosphere ,Journal of Catalysis,2004/4/25
doi:10.1016/j.jre.2022.08.004,"Doping effect of rare earth metal ions Sm3+, Nd3+ and Ce4+ on denitration performance of MnO
                  x
                catalyst in low temperature NH3-SCR reaction ",Journal of Rare Earths,2022/8/11
doi:10.1016/j.apcatb.2014.11.043,Impact of sulfur oxide on NH3-SCR over Cu-SAPO-34 ,Applied Catalysis B: Environmental,2015/5/31
doi:10.1016/j.cattod.2016.12.002,Bimetallic Au-Ag/Al2O3 as efficient catalysts for the Hydrocarbon Selective Reduction of NOxfrom lean burn engine exhaust ,Catalysis Today,2018/5/15
doi:10.1016/j.micromeso.2007.05.004,Tungsten promoted HZSM-5 in the SCR of NO by acetylene ,Microporous and Mesoporous Materials,2008/3/1
doi:10.1016/j.jtice.2017.09.036,Neodymium promotion on the low-temperature hydrothermal stability of a Cu/SAPO-34 NH3-SCR monolith catalyst ,Journal of the Taiwan Institute of Chemical Engineers,2017/11/30
doi:10.1016/j.cej.2012.08.042,Relations between iron sites and performance of Fe/HBEA catalysts prepared by two different methods for NH3-SCR ,Chemical Engineering Journal,2012/10/15
doi:10.1016/j.apt.2011.03.003,Optimizing conditions for preparation of MnOx/RHA catalyst particle for the catalytic oxidation of NO ,Advanced Powder Technology,2012/3/31
doi:10.1016/j.jcat.2006.10.014,The role of chlorine in the generation of catalytic active species located in Au-containing MCM-41 materials ,Journal of Catalysis,2007/1/25
doi:10.1016/j.jre.2022.07.003,"Effects of cerium and tungsten addition on acid–base properties of spindle-like α-Fe2O3 in low-temperature SCR of NO
                  x
                with NH3
             ",Journal of Rare Earths,2022/11/30
doi:10.1016/j.mcat.2021.111533,Ammonia storage/release behaviors of the CeSn0.2Mo0.6Ox/TiO2 catalyst in selective catalytic reduction of NO ,Molecular Catalysis,2021/4/30
doi:10.1016/j.apcatb.2007.05.032,"Effect of hydrogen on reaction intermediates in the selective catalytic reduction of NO
                  x
                by C3H6
             ",Applied Catalysis B: Environmental,2007/11/15
doi:10.1016/j.apsusc.2020.147498,Study on the performance of magnetic Co3O4/γ-Fe2O3 catalyst in NO + CO reaction ,Applied Surface Science,2020/12/15
doi:10.1016/j.catcom.2015.03.002,"A novel dual layer SCR catalyst with a broad temperature window for the control of NO
                  x
                emission from diesel bus ",Catalysis Communications,2015/5/5
doi:10.1016/j.jcis.2011.11.026,The co-effect of Sb and Nb on the SCR performance of the V2O5/TiO2 catalyst ,Journal of Colloid and Interface Science,2012/2/15
doi:10.1016/j.jes.2016.08.025,Effect of MoO3 on vanadium based catalysts for the selective catalytic reduction of NOx with NH3 at low temperature ,Journal of Environmental Sciences,2017/6/30
